 3.076e+003    7.5108e-005
 3.736e+003    5.5735e-005
 4.537e+003    4.3297e-005
 5.510e+003    3.5210e-005
 6.073e+003    3.1391e-005
 6.857e+003    2.8632e-005
 7.559e+003    2.9963e-005
 7.934e+003    2.4944e-005
 8.961e+003    2.8605e-005
 1.037e+004    2.1230e-005
 1.037e+004    2.4357e-005
