%%[12]* Schamberger,FERMILAB-PUB-78-107-E  (1978)              
16.2     4.87   0  0.08
17.6     4.96   0  0.08
19.1     4.94   0  0.08
23.8     5.19   0  0.08
27.2     5.42   0  0.09
